Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Income Cutoff,Maximum Income Cutoff
2007:Q3,pct20to40,4470574,2222683,1780713,441970,2247891,504245,64905,84664,56346,28318,13035,7856,5179,318406,103203,46410,98392,759260,167128,88244,882303,880153,556872,308333,6020,8928,2151,3588270,23229475,20541,36504
2007:Q3,pct00to20,2674688,1455543,1217452,238091,1219145,265548,16918,26608,15835,10772,1954,51,1903,209837,40402,1163,6140,183887,414323,52366,463599,462758,285212,169310,4825,3410,841,2211088,23212948,0,20529
2007:Q4,pct99to100,16079670,3056909,2546895,510014,13022761,1080680,463349,1005882,787832,218050,669753,643849,25905,5586255,222748,41301,606364,444864,2835074,66492,815211,811195,610915,39795,6924,153560,4017,15264459,1163524,,
2007:Q4,pct80to99,34854889,11887016,10340719,1546297,22967873,2362753,936956,928370,614791,313578,321321,282848,38473,5401786,495389,802824,2456558,5127539,3837800,296578,6005650,5995025,4887106,820317,17777,269826,10625,28849239,22089488,,
2007:Q4,pct60to80,13628883,5679476,4662202,1017274,7949408,989884,274906,253247,156968,96280,91253,86056,5198,1394915,209144,341036,870494,2555745,776905,191879,3606058,3601591,2773339,768995,6633,52623,4467,10022825,23251478,,
2007:Q4,pct40to60,7717783,3429607,2724875,704731,4288176,626313,142790,144094,91303,52791,48009,34226,13783,519921,135361,185362,329104,1603947,420693,132581,1949220,1946371,1436962,490023,5873,13513,2849,5768563,23249563,,
2007:Q4,pct20to40,4458421,2217299,1769029,448270,2241122,513880,71068,84632,55462,29170,5374,0,5374,308198,101664,44398,94666,752066,174002,91174,902400,900295,571140,313374,6679,9101,2105,3556021,23258612,,
2007:Q4,pct00to20,2703888,1448495,1200292,248203,1255393,267797,18258,27114,15181,11934,9900,7799,2101,217437,41976,1248,10015,182629,424855,54164,486829,485963,297671,176973,6695,4624,866,2217059,23242859,,
2008:Q1,pct99to100,15372154,2991409,2487675,503734,12380745,1119197,530657,1019443,793496,225946,693821,669801,24021,5055923,215648,43093,571626,443349,2621361,66627,819828,815204,618633,39633,8130,148808,4624,14552326,1164508,,
2008:Q1,pct80to99,34240851,11587665,10018453,1569212,22653186,2486672,1049452,961346,636460,324886,384728,346821,37907,5021449,494781,779848,2350625,5205886,3617030,301368,6086621,6075364,4912986,821734,19904,320741,11257,28154230,22112259,,
2008:Q1,pct60to80,13274718,5499817,4476014,1023803,7774901,1001054,289651,258371,158465,99906,106544,100542,6002,1288195,208866,328127,784825,2578059,737639,193571,3588733,3584178,2768369,752568,7515,55725,4556,9685985,23275626,,
2008:Q1,pct40to60,7614576,3377100,2659072,718027,4237476,640386,150969,148628,93416,55212,51227,38663,12564,500061,136128,177448,301027,1608011,388454,135137,1971792,1968966,1455863,489981,6483,16639,2826,5642783,23273598,,
2008:Q1,pct20to40,4433171,2200799,1748153,452646,2232372,524057,78850,84986,55028,29959,5692,0,5692,294135,99981,41120,87077,744477,178779,93218,910337,908258,584401,308115,7624,8117,2079,3522834,23281783,,
2008:Q1,pct00to20,2706540,1424766,1168809,255957,1281774,270008,19562,28505,15385,13119,17193,14822,2371,221488,42793,1162,14184,181031,430356,55493,513520,512597,309871,189978,9113,3635,923,2193020,23267305,,
2008:Q2,pct99to100,14930312,2928741,2439263,489478,12001572,1078057,508668,1085603,862248,223355,663974,640700,23274,4775398,213057,45446,566806,442994,2555129,66440,831784,827023,630879,43691,6644,145809,4762,14098528,1165346,,
2008:Q2,pct80to99,33854234,11299740,9711184,1588556,22554494,2450061,1007251,1002110,693405,308705,390928,352090,38838,4891315,503600,772974,2380239,5296693,3554720,304602,6010296,5998801,4898100,829800,14211,256690,11495,27843938,22130939,,
2008:Q2,pct60to80,13031428,5354679,4328059,1026620,7676748,975061,285040,272716,177537,95179,100875,93227,7649,1225279,210960,322594,756174,2606972,726849,194228,3537524,3532946,2721716,747796,5595,57839,4578,9493904,23295593,,
2008:Q2,pct40to60,7595521,3362383,2630786,731597,4233138,619040,147978,155836,103398,52437,67523,53802,13721,493988,138599,173317,294985,1614435,390708,136729,1985391,1982564,1466672,494823,4389,16681,2827,5610130,23293493,,
2008:Q2,pct20to40,4405492,2192609,1739634,452975,2212883,517958,76527,85803,57353,28450,8080,0,8080,286056,98415,38552,84754,737212,184933,94592,927335,925297,596885,312727,5244,10441,2038,3478157,23300500,,
2008:Q2,pct00to20,2727299,1410134,1150617,259517,1317165,271250,21063,35273,21884,13389,19923,16017,3905,230258,44530,1192,17709,179914,439584,56469,534034,533077,325031,191616,7466,8964,957,2193265,23287700,,
2008:Q3,pct99to100,14074599,2870901,2384906,485995,11203699,1105823,509072,1171701,931422,240278,639875,617350,22525,4054236,207612,47688,525192,441692,2433899,66908,825223,820610,625393,43852,10962,140403,4613,13249376,1166102,,
2008:Q3,pct80to99,33023631,11044264,9442899,1601365,21979367,2552021,1003937,1094108,750591,343517,401281,361432,39848,4305582,506433,758497,2239242,5376313,3430975,310978,6128141,6116646,4887278,841756,24916,362696,11495,26895490,22146927,,
2008:Q3,pct60to80,12676856,5209254,4181235,1028020,7467601,981117,285246,303556,197585,105971,97421,87931,9490,1082816,211527,313427,660584,2630112,704821,196973,3519701,3515142,2702418,741811,9582,61330,4559,9157155,23312817,,
2008:Q3,pct40to60,7528013,3326999,2587621,739378,4201015,628278,147782,173092,113716,59376,82561,67322,15238,460863,139980,167262,262622,1618688,379591,140296,1996084,1993242,1464774,499312,7932,21224,2842,5531930,23310681,,
2008:Q3,pct20to40,4368082,2172810,1716496,456314,2195271,525869,76725,90472,59308,31164,10892,0,10892,266078,96746,35535,76145,729578,189898,97334,933232,931243,603130,310265,9991,7858,1989,3434850,23316271,,
2008:Q3,pct00to20,2738174,1394916,1128256,266661,1343258,273297,22455,44735,29266,15469,23289,17579,5710,228382,45687,1168,21580,178394,446103,58169,557012,556034,328850,206816,15479,4888,978,2181162,23305456,,
2008:Q4,pct99to100,12825634,2807263,2323595,483668,10018371,1159348,583556,1312583,1064716,247866,495398,474249,21149,3003664,200395,49051,458171,438771,2250095,67340,823998,818628,620633,44193,11508,142294,5370,12001635,1166839,,
2008:Q4,pct80to99,31696734,10812850,9216113,1596737,20883884,2706125,1129435,1192807,838890,353917,299745,259719,40026,3370348,505552,710037,1978918,5437397,3236345,317174,5868073,5855825,4855966,845976,24447,129436,12248,25828661,22161619,,
2008:Q4,pct60to80,12169581,5057049,4037328,1019721,7112532,998996,302249,348054,238709,109345,50567,39773,10793,877039,211149,288372,523196,2643597,669714,199598,3472952,3468285,2664199,730624,9594,63867,4666,8696629,23328736,,
2008:Q4,pct40to60,7406500,3259952,2521384,738568,4146548,648886,157208,194418,132716,61702,118019,102749,15270,404332,140685,152974,213437,1619348,353487,143754,1985201,1982392,1457623,499811,7583,17376,2809,5421299,23326596,,
2008:Q4,pct20to40,4325658,2148034,1691636,456398,2177624,538979,85382,94663,62825,31838,19414,7041,12372,235261,95014,30834,63437,721350,193291,99999,942741,940776,608451,306936,9830,15559,1965,3382917,23330608,,
2008:Q4,pct00to20,2728287,1376723,1105569,271154,1351563,275615,23784,62978,46243,16734,15398,8702,6696,216184,46484,888,25176,176189,449040,59828,588028,586986,333193,216248,17075,20469,1042,2140259,23321984,,
2009:Q1,pct99to100,12094161,2738602,2261681,476922,9355559,1131960,575235,1382477,1103472,279005,438845,418911,19934,2563977,197275,52047,436785,434267,2076049,66641,813265,808199,618143,40104,9960,139992,5066,11280896,1167623,,
2009:Q1,pct80to99,31025310,10566917,8972633,1594285,20458392,2696236,1111278,1319449,880914,438536,280358,239883,40475,3051384,513255,711912,1926177,5480587,3049840,317916,5815495,5803378,4858458,829377,18671,96872,12118,25209815,22176415,,
2009:Q1,pct60to80,11849085,4913910,3902234,1011675,6935175,979474,300756,386506,251205,135301,36464,24113,12351,781230,212945,286511,469133,2647721,635842,198595,3428658,3424032,2652676,696224,7647,67485,4625,8420428,23344787,,
2009:Q1,pct40to60,7318523,3211258,2471352,739906,4107265,633645,156028,218321,139686,78636,135898,120014,15884,383462,142950,150593,196701,1616539,329334,143794,1978343,1975511,1461877,489446,5457,18731,2832,5340180,23342670,,
2009:Q1,pct20to40,4284364,2126787,1671643,455144,2157578,535630,84602,101381,62945,38436,26271,11833,14438,220375,93405,28402,58574,712554,196087,100297,933975,932064,616554,290984,7228,17298,1911,3350390,23345020,,
2009:Q1,pct00to20,2730545,1361895,1087770,274125,1368650,277013,25155,72256,51478,20777,15689,7642,8047,216837,48119,982,28204,173313,450846,60237,611036,609980,338881,232006,14376,24717,1056,2119509,23338697,,
2009:Q2,pct99to100,12204467,2679367,2214746,464620,9525101,1118764,539096,1188991,906455,282536,423642,404983,18660,3162903,197131,56416,476437,432645,1862815,66259,812811,808633,621893,40375,11763,134602,4178,11391657,1168518,,
2009:Q2,pct80to99,31576898,10342489,8742159,1600330,21234409,2714737,1044770,1233035,797029,436006,296608,255729,40879,3813328,527203,756412,2156319,5555602,2816215,320179,5805139,5793636,4838198,823597,21562,110279,11503,25771759,22192711,,
2009:Q2,pct60to80,11804703,4801921,3794659,1007262,7002782,966551,292660,324713,189941,134772,36798,22880,13918,881585,216327,304363,519626,2668554,593004,198600,3373371,3368868,2613414,676333,8883,70237,4503,8431332,23362409,,
2009:Q2,pct40to60,7337803,3203904,2457220,746684,4133899,624699,151111,193584,115063,78521,145619,129162,16457,432183,146352,158265,221480,1620019,295806,144784,1979913,1977027,1464365,485434,6247,20981,2886,5357890,23360337,,
2009:Q2,pct20to40,4271409,2110804,1657376,453427,2160606,535152,80603,94110,56085,38025,26362,9863,16499,237583,91892,27812,63796,704874,197169,101252,938715,936874,625320,285627,8583,17345,1841,3332694,23361018,,
2009:Q2,pct00to20,2737134,1354817,1078625,276192,1382316,278566,26424,46973,25261,21712,19262,9865,9398,246444,50362,1415,31347,171647,448881,60995,631178,630136,348384,237508,18392,25852,1042,2105956,23357007,,
2009:Q3,pct99to100,12780179,2638529,2189423,449106,10141650,1103217,490716,1287379,1014166,273213,412651,395325,17325,3777445,197517,60935,519367,431315,1794916,66193,805104,801177,617524,40663,13876,129113,3928,11975075,1169588,,
2009:Q3,pct80to99,32499279,10181496,8578338,1603158,22317782,2728146,956732,1273060,880628,392433,314579,273350,41229,4593250,542289,803436,2404358,5633660,2744305,323966,5806975,5795556,4812872,830225,25130,127329,11420,26692303,22211906,,
2009:Q3,pct60to80,11887847,4699028,3698745,1000283,7188819,952617,281012,344082,222339,121742,38197,22725,15473,982755,220008,323376,576375,2690984,579801,199614,3334369,3329899,2579935,666670,10375,72919,4471,8553478,23383040,,
2009:Q3,pct40to60,7420661,3193523,2440773,752751,4227138,614736,144253,201361,131095,70266,154336,137387,16949,480956,149969,166430,248915,1624204,295260,146719,1980640,1977733,1459106,488085,7258,23284,2907,5440021,23381031,,
2009:Q3,pct20to40,4274480,2103315,1653607,449709,2171165,534202,75110,93161,58791,34369,26091,7581,18510,254404,90403,27195,69567,697405,200762,102864,943226,941437,631095,282741,10341,17261,1789,3331254,23380111,,
2009:Q3,pct00to20,2792836,1352782,1076521,276261,1440054,280102,27496,59049,38010,21039,22901,12181,10720,276013,52718,1888,34498,170099,453190,62100,654527,653468,352896,250328,23514,26731,1059,2138308,23378325,,
2009:Q4,pct99to100,12707805,2621871,2172024,449847,10085934,1145463,466142,1239062,985351,253712,393682,377720,15962,3840184,196574,65164,533416,428781,1710813,66652,802886,800197,619953,41699,15229,123316,2689,11904918,1170897,,
2009:Q4,pct80to99,32797468,10104285,8491500,1612785,22693182,2859672,910159,1212822,884908,327915,323982,282405,41577,4796559,554643,836305,2517507,5698415,2652826,330291,5812568,5802054,4788376,831949,26686,155044,10513,26984900,22235397,,
2009:Q4,pct60to80,11807037,4619015,3618350,1000665,7188021,965522,274711,315493,213240,102252,36755,19693,17062,982501,223011,335716,582749,2706380,562874,202309,3282318,3278019,2538770,652703,11131,75415,4299,8524718,23408117,,
2009:Q4,pct40to60,7442840,3180179,2422152,758026,4262661,630381,140470,186683,128733,57950,163986,146520,17466,494086,153100,171077,256329,1625892,290422,150233,1984465,1981487,1459167,488977,7588,25755,2978,5458374,23406184,,
2009:Q4,pct20to40,4262935,2092605,1638518,454087,2170330,545223,72327,86195,57173,29023,27365,6790,20575,255330,88887,25784,70527,689605,203516,105571,948905,947197,639037,280177,11180,16803,1709,3314030,23403810,,
2009:Q4,pct00to20,2822441,1359445,1074722,284722,1462996,282485,28508,53098,33818,19281,25753,13676,12077,290849,54809,2264,37663,168040,455740,63786,675979,674950,361449,259513,27118,26871,1028,2146462,23404064,,
2010:Q1,pct99to100,12929612,2619573,2178322,441251,10310039,1126749,405479,1318081,1040246,277836,376915,362408,14507,4035886,193096,69336,549305,433708,1736366,65118,801925,798048,618073,40403,21562,118011,3876,12127688,1172509,,
2010:Q1,pct80to99,33446288,10063538,8449812,1613726,23382750,2866537,800003,1320109,938955,381155,333806,292019,41788,5139038,561755,862257,2639744,5845482,2687000,327018,5776635,5765002,4728600,814494,44288,177620,11633,27669652,22264583,,
2010:Q1,pct60to80,11846217,4551832,3557827,994005,7294385,950400,258083,348868,230108,118760,35733,17223,18509,1006711,224706,344718,592176,2765036,569340,198614,3191495,3187024,2472496,619102,17359,78067,4471,8654722,23439079,,
2010:Q1,pct40to60,7509949,3168528,2407001,761528,4341420,619096,131017,206664,137908,68756,172626,154993,17633,515855,155296,173924,265006,1644035,310182,147718,1971130,1968204,1445727,480582,13757,28138,2927,5538818,23437231,,
2010:Q1,pct20to40,4262146,2092873,1640078,452795,2169273,543779,65168,91005,57923,33082,28168,5871,22297,260112,87311,23911,71781,684881,209054,104102,951884,950187,643287,269323,21026,16552,1698,3310262,23433625,,
2010:Q1,pct00to20,2880038,1368984,1081487,287498,1511053,284111,29041,63052,40511,22541,28398,15177,13221,309282,56393,2595,40856,169124,464935,63267,713641,712527,367279,269153,48712,27383,1114,2166396,23435636,,
2010:Q2,pct99to100,12564122,2617103,2183192,433911,9947019,1109010,375883,1411431,1142998,268434,364644,351671,12974,3561752,184736,73038,519377,434863,1848086,64197,805006,800747,622684,41975,22897,113191,4259,11759116,1174489,,
2010:Q2,pct80to99,33195779,10019362,8409949,1609413,23176417,2875282,744290,1365032,1020673,344358,346136,304289,41847,4771279,558742,862081,2542364,5963329,2821164,326718,5755425,5743341,4695704,812784,45401,189452,12084,27440353,22300861,,
2010:Q2,pct60to80,11679741,4484664,3500146,984518,7195077,935879,249090,370987,263265,107723,35759,15998,19761,909039,223861,341241,522206,2815594,594536,196885,3127253,3122723,2421687,602118,17979,80939,4530,8552488,23477363,,
2010:Q2,pct40to60,7531923,3179632,2417371,762262,4352290,608292,125884,215919,154092,61827,180034,162667,17367,493850,155672,170284,241651,1664255,349403,147046,1971712,1968795,1444755,479783,13910,30348,2917,5560210,23475605,,
2010:Q2,pct20to40,4221430,2084634,1633727,450907,2136796,542607,61623,89392,59413,29979,28073,4508,23564,245809,85607,20661,65486,676475,217150,103913,958311,956647,651137,266944,21872,16693,1664,3263120,23471067,,
2010:Q2,pct00to20,2930385,1380162,1090261,289900,1550223,285807,29628,76715,54849,21866,30947,16868,14079,308931,56993,2712,43871,171095,480097,63427,734930,733769,376890,274849,53380,28650,1161,2195455,23474452,,
2010:Q3,pct99to100,13080512,2582072,2159094,422978,10498440,1116891,375254,1410594,1178149,232445,355957,344501,11457,4026412,186243,77986,554172,438957,1892454,63518,799854,797117,621666,44113,22744,108594,2737,12280658,1176901,614192,1740979328
2010:Q3,pct80to99,34186273,9867394,8255768,1611626,24318879,2936929,739929,1319997,1064268,255729,360469,318513,41956,5399765,576510,909195,2755650,6114499,2878325,327612,5727851,5716899,4658308,823555,40679,194358,10952,28458422,22345629,94564,613788
2010:Q3,pct60to80,11837906,4444035,3466088,977947,7393871,933377,248467,355420,274762,80659,36726,15660,21065,983024,228308,360027,563653,2883508,605426,195935,3074920,3070597,2373579,596338,16709,83971,4323,8762985,23524407,57760,94564
2010:Q3,pct40to60,7699500,3226537,2459507,767030,4472963,608869,125359,205739,160892,44847,187033,169837,17195,533756,159843,177965,263329,1691229,372744,147098,1971209,1968201,1438086,485815,11835,32466,3007,5728292,23522738,35598,57753
2010:Q3,pct20to40,4232408,2085059,1636128,448931,2147349,546882,61594,81913,59217,22696,27794,2856,24938,258650,84232,19491,69816,669369,223379,104229,963058,961481,656997,268209,19187,17089,1578,3269350,23517645,20380,35592
2010:Q3,pct00to20,3010626,1405857,1114004,291853,1604769,287989,30530,78045,59695,18350,33689,18686,15003,335275,59620,3245,47227,174309,490985,63856,751320,750201,383120,285696,50967,30417,1119,2259306,23521925,0,20378
2010:Q4,pct99to100,13627365,2597503,2154655,442849,11029862,1125531,415179,1348104,1054202,293902,365372,349745,15627,4449928,195598,75170,587420,424806,1978483,64272,802272,798446,612086,50475,22673,113213,3825,12825094,1179787,,
2010:Q4,pct80to99,35141988,9867045,8253767,1613278,25274943,2896153,828920,1420204,1011759,408445,379295,336497,42798,5855412,586330,944969,2896410,6226529,2912483,328237,5743076,5731132,4606969,870052,40922,213189,11943,29398912,22399839,,
2010:Q4,pct60to80,12072547,4384265,3403727,980538,7688282,940248,253067,362068,238054,124014,46117,26176,19942,1060715,227354,381222,626370,2978920,614028,198171,3074779,3070329,2331195,642443,16973,79719,4449,8997769,23581191,,
2010:Q4,pct40to60,7626466,3093847,2338096,755750,4532619,606389,129117,215337,142199,73137,168021,152319,15701,562498,157812,182843,283530,1714868,364655,147551,1948924,1945994,1393038,509134,11872,31949,2930,5677542,23579608,,
2010:Q4,pct20to40,4245321,2060947,1608863,452084,2184374,537488,65912,93207,59937,33270,26388,3999,22389,267816,83314,22860,74312,687806,219265,106007,975946,974352,646074,293075,18760,16444,1593,3269375,23574389,,
2010:Q4,pct00to20,2944168,1353037,1062035,291003,1591130,288965,31246,66186,42115,24071,37994,24359,13635,336619,57682,3495,46912,178865,479785,63381,734038,732912,368536,281632,53576,29167,1126,2210129,23579016,,
2011:Q1,pct99to100,14087308,2588510,2130835,457675,11498798,1188094,398532,1326904,1049016,277888,363281,343757,19524,4823174,206613,71704,612769,403827,2038916,64983,807030,803009,615252,48425,21774,117558,4021,13280278,1183105,,
2011:Q1,pct80to99,35650502,9767301,8141370,1625931,25883201,2964297,816587,1400592,1029905,370687,387943,344054,43889,6255215,599647,950257,2997806,6266400,2915796,328660,5772185,5759992,4608802,862949,38279,249961,12194,29878317,22462663,,
2011:Q1,pct60to80,12232938,4343439,3355046,988393,7889499,971966,241310,350031,240555,109475,52091,32781,19310,1128727,227295,387907,676497,3036465,616939,200272,3048764,3044313,2319113,633347,16259,75594,4451,9184174,23646867,,
2011:Q1,pct40to60,7566252,3013884,2262893,750991,4552367,627453,123856,204747,140606,64140,151937,136859,15077,587349,156413,180257,298265,1724300,349936,147855,1925138,1922238,1372850,506714,10842,31832,2900,5641114,23645364,,
2011:Q1,pct20to40,4240108,2032809,1577322,455487,2207299,538790,63336,92045,63031,29014,27481,6588,20893,275096,82471,24766,77499,703845,214279,107690,967913,966328,642497,291922,16661,15248,1585,3272195,23640409,,
2011:Q1,pct00to20,2890605,1312281,1022496,289785,1578324,290712,31107,63139,42252,20887,41809,28901,12908,335554,56070,3477,46443,180629,466532,62852,726885,725794,361611,284952,52422,26809,1092,2163720,23644884,,
2011:Q2,pct99to100,14221802,2613144,2131403,481741,11608657,1239802,389330,1333015,1029068,303947,382721,359670,23051,4804181,217185,68340,617289,382092,2109013,65688,809039,804772,613405,48529,20217,122621,4267,13412763,1186789,,
2011:Q2,pct80to99,35863134,9765127,8130098,1635029,26098007,3007871,816478,1487591,1038289,449302,415081,370229,44852,6242015,612041,959945,2998345,6300970,2928625,329047,5770163,5757674,4604394,871648,33775,247856,12489,30092971,22532825,,
2011:Q2,pct60to80,12362948,4345105,3348942,996164,8017843,998684,232047,367574,238162,129412,64040,45364,18676,1126542,227004,396671,689796,3091443,621690,202351,3040806,3036345,2307117,642525,14843,71859,4461,9322142,23720125,,
2011:Q2,pct40to60,7520483,2970642,2228365,742277,4549841,643479,119901,214646,136924,77722,135065,120692,14373,587543,154839,178714,298020,1732816,336701,148117,1899853,1896985,1346883,509892,9175,31035,2868,5620631,23718698,,
2011:Q2,pct20to40,4223501,2003441,1541540,461901,2220060,537377,61693,99075,65700,33375,25732,6345,19387,271746,81631,26881,77188,719957,209425,109356,966034,964456,637130,298329,13645,15351,1578,3257468,23714335,,
2011:Q2,pct00to20,2849695,1290678,998716,291962,1559017,292256,31057,62798,40269,22529,47047,34894,12153,324055,54349,3495,45962,182172,453519,62306,710458,709399,351738,282154,48466,27041,1060,2139236,23718236,,
2011:Q3,pct99to100,13563577,2620477,2135495,484982,10943100,1296290,379831,1450395,1129773,320622,379018,352559,26458,3950728,225507,64213,570780,357223,2201640,67475,814801,811157,613054,49456,20655,127992,3644,12748776,1190775,,
2011:Q3,pct80to99,34921070,9724475,8072710,1651765,25196595,3058785,814810,1635860,1128650,507210,421698,375688,46010,5351273,619705,935164,2754409,6305201,2965054,334636,5766979,5754916,4602269,886884,35398,230365,12063,29154090,22609051,,
2011:Q3,pct60to80,12270018,4359512,3355669,1003843,7910506,1027510,222981,420428,277515,142913,69046,50737,18309,975317,225510,389066,611005,3130845,630903,207893,3039758,3035408,2295203,656417,15620,68168,4350,9230259,23799660,,
2011:Q3,pct40to60,7409446,2940902,2198500,742402,4468544,661322,115996,237436,150211,87224,121187,107089,14097,535595,152392,168744,261079,1735407,327766,151621,1883346,1880464,1322708,518133,9682,29940,2882,5526100,23798302,,
2011:Q3,pct20to40,4216267,2007915,1546515,461400,2208352,536376,60033,108358,72306,36052,27406,8994,18412,246241,80733,27356,68360,735244,204965,113279,971315,969767,632390,307493,13927,15958,1548,3244953,23794795,,
2011:Q3,pct00to20,2803334,1268783,982546,286237,1534551,293766,30977,79746,56644,23101,50606,38885,11720,291613,52147,3213,45647,182539,441351,62947,708834,707848,342769,283792,53010,28276,986,2094500,23797781,,
2011:Q4,pct99to100,14027925,2623287,2120489,502797,11404639,1355034,385674,1435541,1114033,321508,354065,324573,29493,4256821,239419,61142,600583,336284,2310346,69729,818998,815388,610044,50346,21209,133788,3610,13208927,1194996,,
2011:Q4,pct80to99,35579993,9693005,8038322,1654683,25886987,3111804,840744,1656316,1142656,513660,408758,361839,46919,5683132,639041,958553,2874453,6354411,3017313,342463,5756438,5744307,4601787,904786,37680,200054,12130,29823555,22690068,,
2011:Q4,pct60to80,12495825,4348880,3342253,1006627,8146945,1057264,218893,418325,276820,141505,67449,49640,17809,1031885,226960,404337,669695,3194089,643114,214932,3047310,3042988,2287344,674523,16637,64484,4322,9448515,23884164,,
2011:Q4,pct40to60,7394885,2874381,2142109,732272,4520504,679863,114786,233798,147025,86773,109073,95546,13528,556828,152043,170481,278491,1747047,321580,156514,1864673,1861807,1296592,526178,10439,28598,2866,5530212,23882869,,
2011:Q4,pct20to40,4232675,1990148,1526270,463877,2242528,535250,60304,110591,75495,35096,31176,14003,17174,251722,80014,30128,72141,752373,200652,118177,977582,976049,627007,317531,14515,16996,1533,3255093,23880419,,
2011:Q4,pct00to20,2762270,1240921,956523,284398,1521349,295194,31215,77006,55204,21803,52024,40920,11104,288207,51058,3348,45123,184622,429460,64093,705148,704207,332164,282861,58809,30374,941,2057123,23882226,,
2012:Q1,pct99to100,14712763,2639354,2110661,528694,12073409,1394363,366699,1362020,1027406,334614,355285,323531,31754,4894143,246616,58626,643862,316020,2365961,69812,824101,819571,612004,49026,20369,138172,4530,13888662,1199389,,
2012:Q1,pct80to99,36527227,9668141,8008251,1659890,26859086,3123437,819590,1667434,1105512,561922,418560,371488,47072,6359305,644272,1007264,3057219,6413531,3008652,339821,5765562,5752567,4591033,900154,35214,226165,12995,30761665,22774599,,
2012:Q1,pct60to80,12771664,4330371,3317897,1012474,8441293,1078445,207456,402584,250625,151959,72940,56084,16855,1146669,224822,431634,754848,3262818,644058,215019,3014641,3010213,2265646,667856,15951,60760,4428,9757023,23972329,,
2012:Q1,pct40to60,7378431,2806560,2085325,721235,4571871,689724,109459,228308,134002,94306,94986,82845,12141,597744,149111,178351,305899,1760727,302718,154844,1837825,1835025,1272186,524987,9485,28366,2800,5540606,23971091,,
2012:Q1,pct20to40,4228518,1957204,1487069,470135,2271314,529968,57501,112859,75881,36978,30816,15704,15111,265278,79090,34109,78189,770052,194914,118539,971448,969902,622417,318692,12612,16180,1546,3257070,23969836,,
2012:Q1,pct00to20,2713393,1214191,927704,286487,1499202,296533,30882,64465,42579,21886,54882,44939,9943,291670,48574,3701,44324,187079,414260,62833,696238,695298,324674,284325,57533,28766,940,2017155,23970279,,
2012:Q2,pct99to100,14765420,2692069,2154370,537698,12073351,1414005,351827,1449999,1125136,324863,362187,328575,33612,4710572,248062,54570,637446,292029,2482524,70129,828265,822797,609489,49879,20002,143427,5468,13937155,1203888,,
2012:Q2,pct80to99,36461428,9754703,8086878,1667825,26706726,3093487,804827,1731637,1200594,531043,433296,386312,46984,6176332,637403,987235,3002462,6436448,3065313,338286,5764579,5750704,4584328,915181,34391,216805,13876,30696849,22861370,,
2012:Q2,pct60to80,12879706,4383243,3367011,1016232,8496464,1091122,197450,431548,291295,140253,79905,64010,15896,1115790,219598,426320,748601,3313082,657192,215855,3012522,3007987,2251998,683084,15855,57049,4536,9867184,24062849,,
2012:Q2,pct40to60,7339121,2812275,2096621,715654,4526846,690848,104868,233447,146579,86869,81118,70352,10765,588387,143957,169463,297087,1767242,296565,153864,1815819,1813086,1244842,531687,9125,27433,2733,5523301,24061660,,
2012:Q2,pct20to40,4224595,1959191,1489167,470025,2265404,520634,55213,117124,83506,33618,29818,16701,13118,257600,77987,34827,75865,786658,190288,119389,974827,973269,616780,328394,11568,16527,1558,3249768,24061676,,
2012:Q2,pct00to20,2694291,1209485,927954,281531,1484806,297908,30585,79002,59504,19499,58141,49334,8806,275431,44889,3457,43879,188147,401547,61821,685787,684848,314393,282243,58730,29482,939,2008503,24060648,,
2012:Q3,pct99to100,15340214,2750302,2201268,549034,12589913,1439376,363552,1434598,1084682,349916,361099,325843,35257,5048050,257608,51476,663563,269875,2630012,70703,826902,821229,603275,49955,19660,148338,5673,14513313,1208428,,
2012:Q3,pct80to99,37325507,9883662,8208934,1674728,27441846,3072828,840407,1819185,1197314,621871,440533,393659,46874,6536447,647424,1011242,3101181,6481318,3153311,337971,5789330,5775184,4585622,935041,33654,220867,14146,31536177,22949108,,
2012:Q3,pct60to80,13187713,4447281,3427398,1019883,8740432,1106423,196020,443560,281247,162313,84433,69374,15059,1176834,218626,441923,803784,3375154,676164,217513,3025584,3021043,2248648,703201,15791,53402,4542,10162129,24154415,,
2012:Q3,pct40to60,7376112,2802442,2093474,708968,4573670,694217,105001,242266,139963,102303,68516,58901,9615,610360,141838,171268,312045,1778146,296367,153645,1794621,1791916,1215899,540440,8795,26782,2705,5581491,24153269,,
2012:Q3,pct20to40,4259044,1969363,1498739,470624,2289681,511940,56295,123924,85741,38183,29935,18520,11415,262901,77124,37647,78992,804182,185964,120778,976811,975261,610530,337724,10564,16442,1551,3282233,24154568,,
2012:Q3,pct00to20,2673572,1207341,929971,277370,1466232,299312,30993,74538,53782,20756,60736,52895,7841,270580,42824,3594,43035,190059,389477,61084,676057,675154,301656,284092,60072,29333,904,1997515,24152042,,
